datos/index,datos/nombre,datos/apellido,datos/edad,datos/gender,datos/email,datos/phone,datos/address,datos/about,datos/matriculado,datos/cursos/0/id,datos/cursos/0/curso,datos/cursos/0/nota,datos/cursos/1/id,datos/cursos/1/curso,datos/cursos/1/nota,datos/cursos/2/id,datos/cursos/2/curso,datos/cursos/2/nota,datos/cursos/3/id,datos/cursos/3/curso,datos/cursos/3/nota
136,Katrina,Brooks,29,female,katrinabrooks@pathways.com,+1 (935) 474-2221,"341 Garden Place, Trail, Alaska, 1895","Ullamco veniam consectetur laboris labore adipisicing eu exercitation anim incididunt et. Adipisicing ullamco commodo ipsum nostrud exercitation. Commodo fugiat nisi aute labore qui cupidatat laboris irure sunt ea exercitation consectetur consequat excepteur. Lorem ex in laboris laborum eiusmod culpa anim consequat ullamco dolore id. Exercitation eiusmod excepteur elit dolore velit consectetur cillum irure non tempor ut anim elit anim.
",2016-07-29T09:37:20 +05:00,0,Algebra lineal,1.0534,1,Calculo diferencial,3.5962,2,POO,4.1607,3,CTD,2.1916
137,Amanda,Maldonado,28,female,amandamaldonado@pathways.com,+1 (881) 427-3972,"883 Lancaster Avenue, Salvo, North Dakota, 470","Eiusmod consectetur minim veniam do incididunt laborum. Est irure tempor incididunt mollit nulla adipisicing adipisicing mollit aute. Velit consequat do anim irure commodo nisi aliquip aliqua nisi cillum irure.
",2017-10-17T07:36:30 +05:00,0,Algebra lineal,3.599,1,Calculo diferencial,1.5668,2,POO,4.2754,3,CTD,4.1213
138,Small,Vaughan,33,male,smallvaughan@pathways.com,+1 (824) 458-2201,"669 Albee Square, Indio, New Jersey, 1301","Sit incididunt ipsum ipsum mollit nostrud eiusmod laboris laboris adipisicing laboris. Laboris do cillum cupidatat sunt deserunt mollit Lorem nisi velit aliquip. Culpa elit dolore aliquip in aliqua amet aliqua amet consectetur officia ipsum. Irure Lorem ullamco ex ullamco adipisicing laborum.
",2016-10-22T04:21:50 +05:00,0,Algebra lineal,3.5888,1,Calculo diferencial,2.3199,2,POO,3.11,3,CTD,0.7616
139,Carter,Madden,32,male,cartermadden@pathways.com,+1 (914) 525-2593,"709 Ryder Avenue, Waterford, Arkansas, 2133","Et consequat incididunt ad sint eu quis sint enim voluptate qui. Et elit cillum ullamco labore eu in labore aliquip. Ea anim pariatur consequat aute et deserunt irure anim Lorem sit.
",2022-03-09T10:57:57 +05:00,0,Algebra lineal,2.5572,1,Calculo diferencial,4.3688,2,POO,3.5062,3,CTD,4.2334
140,Kasey,Barlow,40,female,kaseybarlow@pathways.com,+1 (816) 430-2836,"124 Alton Place, Needmore, Georgia, 4590","Irure voluptate nostrud duis mollit deserunt incididunt aliqua adipisicing nisi. Minim dolor aliqua consequat duis. Officia Lorem Lorem velit fugiat consectetur fugiat adipisicing cillum consequat tempor consequat laboris dolor. In elit sit magna enim. Ex eiusmod enim sint veniam culpa tempor aliqua ad nulla.
",2019-11-16T10:21:23 +05:00,0,Algebra lineal,0.8794,1,Calculo diferencial,1.4583,2,POO,4.8673,3,CTD,1.6767
141,Mercedes,Powers,27,female,mercedespowers@pathways.com,+1 (838) 439-3024,"358 Rost Place, Itmann, New York, 4988","Adipisicing dolor dolor magna esse. Deserunt veniam proident quis duis officia consequat cillum quis sunt ut reprehenderit eu velit. Deserunt nisi ex Lorem eu.
",2022-11-08T12:45:17 +05:00,0,Algebra lineal,2.3767,1,Calculo diferencial,0.6038,2,POO,4.0523,3,CTD,1.9441
142,Marissa,Duke,28,female,marissaduke@pathways.com,+1 (807) 446-2257,"992 Ditmars Street, Dunbar, American Samoa, 1450","Adipisicing ut laborum officia deserunt est irure labore nulla et fugiat eu dolor labore eiusmod. Dolor est culpa incididunt nisi eu occaecat labore adipisicing eu deserunt adipisicing elit excepteur. Deserunt minim ea nostrud magna laboris irure est minim. Ad proident ea reprehenderit labore ipsum dolor incididunt est esse eu velit. Est aliquip consectetur ullamco in id dolor minim nisi non nulla esse quis sunt Lorem. Incididunt irure dolor consectetur commodo.
",2021-05-08T02:49:55 +05:00,0,Algebra lineal,2.0943,1,Calculo diferencial,1.9902,2,POO,3.3003,3,CTD,3.8563
143,Gertrude,Thompson,21,female,gertrudethompson@pathways.com,+1 (848) 524-2517,"715 Brooklyn Avenue, Kirk, Delaware, 2174","Tempor aliquip incididunt sint et esse enim veniam enim quis non non ad qui adipisicing. Quis commodo ex irure tempor amet aliquip nisi elit qui fugiat duis labore sit laboris. Duis deserunt occaecat eiusmod ut aliquip eiusmod fugiat irure dolor elit voluptate occaecat exercitation. Sit reprehenderit sunt labore veniam adipisicing laborum ipsum cupidatat in eu nostrud exercitation voluptate.
",2015-05-19T03:57:31 +05:00,0,Algebra lineal,4.9348,1,Calculo diferencial,1.994,2,POO,3.1963,3,CTD,0.4418
144,Paige,Casey,35,female,paigecasey@pathways.com,+1 (827) 465-3519,"829 Wolcott Street, Disautel, Federated States Of Micronesia, 8302","Occaecat irure dolor culpa enim proident nulla do quis ut officia velit qui. Ipsum nisi in ad cupidatat officia consequat et cillum cillum eu. Non aliqua eiusmod aliquip ipsum minim nisi nisi irure officia. Nulla excepteur nisi mollit amet officia ipsum dolor consectetur enim officia id.
",2017-08-26T11:14:31 +05:00,0,Algebra lineal,2.946,1,Calculo diferencial,2.3627,2,POO,1.1221,3,CTD,3.4703
145,Queen,Caldwell,31,female,queencaldwell@pathways.com,+1 (858) 547-2044,"265 Desmond Court, Brooktrails, Kentucky, 9748","Nisi quis officia exercitation tempor qui aliquip veniam pariatur labore non Lorem ex ea deserunt. Ea adipisicing elit amet commodo est aute Lorem sit minim anim in occaecat. Sint aliqua aliquip sunt adipisicing veniam enim non. Magna velit id incididunt non exercitation. Nostrud enim sint quis elit nisi enim enim consectetur ut aliquip.
",2014-06-12T06:05:56 +05:00,0,Algebra lineal,2.8379,1,Calculo diferencial,2.5319,2,POO,0.5474,3,CTD,2.0331
146,Cristina,Mayer,25,female,cristinamayer@pathways.com,+1 (871) 444-2605,"980 Hornell Loop, Clara, California, 341","Mollit sit labore elit est ad pariatur commodo deserunt. Laborum occaecat eiusmod est irure ut deserunt. Ea eiusmod duis deserunt ex pariatur voluptate. Amet laborum ipsum est laboris ea est occaecat consectetur cillum.
",2017-05-14T11:13:41 +05:00,0,Algebra lineal,4.5682,1,Calculo diferencial,3.9627,2,POO,3.7303,3,CTD,3.7034
147,Mcdowell,Ferrell,33,male,mcdowellferrell@pathways.com,+1 (853) 541-3622,"925 Durland Place, Eagleville, Louisiana, 8408","Veniam aliqua nostrud pariatur elit ad cupidatat cupidatat dolor amet pariatur magna. Excepteur reprehenderit ea voluptate sunt reprehenderit pariatur voluptate veniam occaecat laboris commodo laboris in. Ullamco ipsum ullamco officia et ullamco ad.
",2022-06-24T06:09:26 +05:00,0,Algebra lineal,2.2374,1,Calculo diferencial,1.493,2,POO,3.2895,3,CTD,0.1314
148,Rae,Burch,40,female,raeburch@pathways.com,+1 (884) 500-3802,"654 Sapphire Street, Garfield, Pennsylvania, 8793","In incididunt officia labore cillum est ut aliquip aliqua tempor labore dolore. Enim et excepteur quis eiusmod velit ad nulla duis reprehenderit in fugiat amet. Magna proident aliquip quis sunt ad qui exercitation non proident cillum amet reprehenderit.
",2014-07-06T10:47:30 +05:00,0,Algebra lineal,0.9273,1,Calculo diferencial,1.3305,2,POO,4.1688,3,CTD,4.8845
149,Warren,Knowles,21,male,warrenknowles@pathways.com,+1 (869) 598-2749,"165 Dunham Place, Sunwest, Washington, 6553","Veniam sit non nostrud velit. Enim sint et consequat nisi duis sunt culpa ex eu laborum. Duis velit sint tempor proident.
",2020-01-07T12:48:31 +05:00,0,Algebra lineal,2.7026,1,Calculo diferencial,2.7133,2,POO,0.5765,3,CTD,4.6529
150,Richards,Byers,20,male,richardsbyers@pathways.com,+1 (803) 553-2327,"913 Woodrow Court, Fannett, South Carolina, 4729","Occaecat duis amet ullamco anim nostrud et. Cillum cillum veniam quis ad officia ad laboris esse duis officia nulla consequat mollit exercitation. Irure anim exercitation labore id fugiat cupidatat tempor tempor ea aute excepteur ipsum commodo tempor.
",2020-08-03T02:59:51 +05:00,0,Algebra lineal,1.5701,1,Calculo diferencial,0.7779,2,POO,1.7951,3,CTD,1.9698
151,Cathryn,Rojas,40,female,cathrynrojas@pathways.com,+1 (850) 460-3282,"540 Woodruff Avenue, Crucible, Florida, 1275","Reprehenderit anim incididunt cupidatat irure aute consequat aute. Ad Lorem ipsum amet veniam nulla sunt. Nulla dolor nulla nulla laborum consectetur eu qui anim nisi.
",2018-11-12T01:49:24 +05:00,0,Algebra lineal,1.3397,1,Calculo diferencial,4.8012,2,POO,0.5151,3,CTD,0.3995
152,Gomez,Fry,30,male,gomezfry@pathways.com,+1 (955) 500-3900,"857 Matthews Court, Woodburn, Connecticut, 7767","Incididunt eu cillum ipsum ipsum aute consequat amet. Exercitation nostrud cillum eu duis pariatur ut magna consectetur voluptate dolor elit incididunt magna irure. Magna ex tempor dolor ad ipsum officia et exercitation minim commodo veniam est officia fugiat.
",2014-03-04T05:41:56 +05:00,0,Algebra lineal,4.1007,1,Calculo diferencial,0.5988,2,POO,1.8462,3,CTD,4.0825
153,Crawford,Montoya,21,male,crawfordmontoya@pathways.com,+1 (880) 534-3622,"174 Oriental Boulevard, Lavalette, Rhode Island, 3336","Laboris nostrud est labore consequat cillum cupidatat enim mollit labore dolor excepteur enim. Mollit nisi velit cillum dolor tempor aute ut. Aliquip anim excepteur qui excepteur culpa. Voluptate est ipsum aute sint minim tempor velit. Mollit aliquip consectetur quis culpa. Do esse minim deserunt magna incididunt quis incididunt aliquip Lorem et eiusmod laborum. Culpa non duis incididunt Lorem do velit adipisicing esse sit aliquip.
",2019-06-30T08:33:31 +05:00,0,Algebra lineal,1.6241,1,Calculo diferencial,1.354,2,POO,3.6908,3,CTD,3.7012
154,Morris,Battle,35,male,morrisbattle@pathways.com,+1 (859) 426-3490,"693 Montauk Avenue, Newcastle, Illinois, 4532","Ut cupidatat veniam ullamco incididunt voluptate. Anim reprehenderit amet sint Lorem elit proident enim officia aliquip id minim aute esse. Qui amet occaecat commodo elit proident qui irure cupidatat elit ullamco consequat.
",2020-06-18T11:11:41 +05:00,0,Algebra lineal,4.8132,1,Calculo diferencial,0.9592,2,POO,2.3592,3,CTD,2.4214
155,Case,Leon,38,male,caseleon@pathways.com,+1 (960) 503-3830,"759 Commerce Street, Wollochet, Marshall Islands, 3934","Anim velit consequat quis dolore laborum enim duis veniam. Laboris ullamco sunt magna excepteur cupidatat exercitation esse reprehenderit pariatur culpa sunt ullamco incididunt nulla. Cillum minim et deserunt veniam magna. Id commodo velit amet sunt ad.
",2016-12-05T12:07:59 +05:00,0,Algebra lineal,0.8153,1,Calculo diferencial,2.5638,2,POO,2.2599,3,CTD,2.2293
156,Stacie,Buck,28,female,staciebuck@pathways.com,+1 (990) 499-2636,"748 Poplar Avenue, Cascades, Alabama, 6811","Et ad dolor id ad proident sunt. Dolore ea dolore Lorem velit pariatur ut sunt deserunt esse magna Lorem. Fugiat labore veniam velit anim reprehenderit irure.
",2022-11-08T12:40:28 +05:00,0,Algebra lineal,2.0236,1,Calculo diferencial,1.3764,2,POO,4.488,3,CTD,2.8411
157,Hogan,Flynn,38,male,hoganflynn@pathways.com,+1 (929) 581-3471,"344 Bulwer Place, Bergoo, Minnesota, 6476","Nostrud amet do tempor cillum exercitation Lorem qui dolor ut esse ea. Veniam amet reprehenderit eiusmod ipsum in eiusmod cupidatat eiusmod laboris incididunt mollit incididunt. Officia laboris exercitation dolore cupidatat. Amet nisi sint veniam dolore sint ut sint cillum enim.
",2015-05-04T09:19:50 +05:00,0,Algebra lineal,0.3402,1,Calculo diferencial,3.7018,2,POO,3.5344,3,CTD,3.9635
158,Twila,Parrish,39,female,twilaparrish@pathways.com,+1 (916) 524-3331,"894 Montieth Street, Cataract, New Mexico, 2266","Est eu excepteur et voluptate commodo laborum duis sint aute et commodo proident. Amet nisi culpa enim quis tempor aliqua. Esse laboris ex nostrud proident anim reprehenderit in dolore. Ipsum aliquip deserunt anim minim non exercitation aute nulla consequat proident ullamco. Consequat minim non Lorem proident ad enim sunt magna nisi ex occaecat minim aute fugiat. Ut magna est irure exercitation cillum pariatur fugiat laborum dolor mollit.
",2022-11-20T08:25:57 +05:00,0,Algebra lineal,3.8594,1,Calculo diferencial,0.9301,2,POO,1.3888,3,CTD,0.4601
159,Boyer,Mcbride,39,male,boyermcbride@pathways.com,+1 (961) 487-3854,"962 Nova Court, Soudan, Hawaii, 9529","Dolor ullamco ad exercitation ad minim adipisicing aliquip reprehenderit labore nostrud aute dolore consequat. Eiusmod commodo ex eiusmod incididunt ex elit. Consectetur cupidatat pariatur cillum dolore incididunt ullamco pariatur laborum elit veniam ut. Tempor elit nostrud mollit minim id incididunt ea id Lorem ad anim. Cupidatat exercitation nostrud ipsum est dolore aliqua elit esse qui. Excepteur deserunt sit mollit commodo aliqua.
",2020-03-12T12:47:46 +05:00,0,Algebra lineal,4.8946,1,Calculo diferencial,1.9467,2,POO,2.4819,3,CTD,1.9604
160,Herrera,Delaney,35,male,herreradelaney@pathways.com,+1 (955) 562-2425,"397 Foster Avenue, Somerset, Indiana, 3626","Incididunt irure ut nostrud non. Id aliquip ipsum nulla mollit consequat consectetur qui Lorem reprehenderit eu laborum veniam. Consequat commodo eiusmod anim veniam et laboris cillum minim incididunt consequat laboris ad et. Elit fugiat consequat irure id elit anim ea in nostrud magna dolore do consequat quis. In voluptate cupidatat excepteur laboris culpa quis qui voluptate proident consectetur tempor non.
",2014-08-17T12:06:58 +05:00,0,Algebra lineal,3.4229,1,Calculo diferencial,3.5891,2,POO,0.3788,3,CTD,2.5846
161,Diane,Bradley,20,female,dianebradley@pathways.com,+1 (974) 553-2111,"107 Seacoast Terrace, Thynedale, Iowa, 2070","Duis eu sunt in pariatur do laboris culpa tempor et pariatur id. Officia eiusmod sunt Lorem labore amet sunt qui minim ut nisi. Dolore sint occaecat consequat sit elit ea ipsum voluptate. Quis adipisicing nulla magna excepteur adipisicing eu tempor elit magna sit aliqua anim cillum. Veniam ea velit dolor anim culpa quis cupidatat exercitation. Anim veniam deserunt deserunt excepteur enim officia nostrud ipsum.
",2016-09-05T03:06:06 +05:00,0,Algebra lineal,4.2949,1,Calculo diferencial,4.9231,2,POO,2.021,3,CTD,0.6332
162,Catherine,Crane,26,female,catherinecrane@pathways.com,+1 (950) 589-2814,"395 Coyle Street, Savage, Wisconsin, 4606","Laborum in eu qui id adipisicing nisi laboris. Tempor qui ut occaecat sit eiusmod. Excepteur nostrud in dolor pariatur in aliquip eu pariatur esse laboris. Ut consequat non velit duis mollit ex ut reprehenderit reprehenderit reprehenderit deserunt proident. Proident commodo sunt consequat exercitation. Non sint ea in non consequat consectetur consequat dolor.
",2015-07-25T01:32:25 +05:00,0,Algebra lineal,0.3355,1,Calculo diferencial,4.8307,2,POO,3.2317,3,CTD,0.9584
163,Tracey,Macias,31,female,traceymacias@pathways.com,+1 (941) 576-3044,"300 Hope Street, Belva, Utah, 5241","Laborum dolore quis proident culpa veniam sint culpa. Est voluptate commodo est amet dolor et velit amet consequat veniam exercitation voluptate tempor pariatur. Tempor occaecat incididunt do incididunt cupidatat deserunt ut incididunt cillum reprehenderit.
",2018-06-12T01:58:09 +05:00,0,Algebra lineal,2.0172,1,Calculo diferencial,4.5664,2,POO,4.4789,3,CTD,2.0211
164,Daphne,Garrett,24,female,daphnegarrett@pathways.com,+1 (819) 460-2108,"837 Newport Street, Riegelwood, Arizona, 1216","Lorem eu ad non ipsum veniam et pariatur nulla adipisicing. Quis non sunt irure ex exercitation irure et laboris ipsum consectetur ad cillum in do. Ad in voluptate labore commodo dolor qui nulla enim velit aliquip ad ipsum. Magna esse deserunt enim labore deserunt eu eu enim dolore incididunt officia. Sint labore irure est elit ullamco. Elit irure anim amet excepteur ad velit excepteur deserunt qui aute nostrud ullamco ea dolor.
",2021-07-09T06:49:22 +05:00,0,Algebra lineal,4.3684,1,Calculo diferencial,3.6982,2,POO,0.2756,3,CTD,2.9502
165,Patterson,Petty,30,male,pattersonpetty@pathways.com,+1 (991) 595-3515,"176 Vandervoort Avenue, Greenbush, Virginia, 1832","Aute sint nisi esse eiusmod cillum ad labore cillum culpa veniam mollit adipisicing in. Labore dolor occaecat reprehenderit ut laborum dolore pariatur adipisicing. Reprehenderit officia veniam officia voluptate. Et adipisicing ea officia esse deserunt. Lorem sint eu consequat tempor amet elit ipsum reprehenderit est nisi in laboris. Non ea aute cupidatat sunt laboris. Duis voluptate eiusmod dolor voluptate officia officia non id veniam nisi.
",2014-04-12T01:39:00 +05:00,0,Algebra lineal,3.6295,1,Calculo diferencial,3.5823,2,POO,3.4968,3,CTD,3.2331
166,Garrison,Bruce,27,male,garrisonbruce@pathways.com,+1 (809) 443-3305,"494 Bergen Place, Abrams, Nevada, 188","Qui eiusmod dolore nostrud ad enim consequat commodo tempor et commodo sint reprehenderit ex id. Amet enim est sint officia qui proident nulla sit. Magna adipisicing ex nulla minim ea. Adipisicing fugiat consequat et dolor pariatur veniam qui. Proident enim culpa sunt ex laboris cupidatat. Voluptate eiusmod deserunt irure cillum occaecat proident anim pariatur qui quis non.
",2019-10-09T02:25:42 +05:00,0,Algebra lineal,3.5814,1,Calculo diferencial,1.4012,2,POO,0.4451,3,CTD,1.1904
167,Graciela,Scott,33,female,gracielascott@pathways.com,+1 (899) 538-3912,"235 Kimball Street, Stevens, Colorado, 4607","Ipsum nisi proident dolore deserunt. Occaecat incididunt anim irure veniam id anim sit excepteur dolore. Veniam est voluptate duis occaecat quis laboris sint minim Lorem exercitation laboris adipisicing. Lorem reprehenderit fugiat consectetur aute minim ipsum ex officia et. Nisi laboris veniam eu deserunt. Ut eiusmod aliquip nulla sint.
",2016-02-05T06:16:42 +05:00,0,Algebra lineal,2.9108,1,Calculo diferencial,2.9558,2,POO,2.7333,3,CTD,1.2126
168,Felecia,Carrillo,35,female,feleciacarrillo@pathways.com,+1 (933) 581-2961,"133 Meserole Street, Waikele, Vermont, 2732","Labore exercitation consectetur do magna deserunt duis enim. Eiusmod exercitation sit aliqua amet id magna nostrud sint Lorem reprehenderit Lorem labore. Sit occaecat magna deserunt dolor nostrud labore magna eu in aliquip fugiat esse. Sint voluptate ullamco non ut occaecat ad laborum amet aute est mollit laboris pariatur exercitation.
",2022-04-28T04:49:14 +05:00,0,Algebra lineal,2.4689,1,Calculo diferencial,3.3913,2,POO,2.4536,3,CTD,3.8917
169,Emily,Moore,38,female,emilymoore@pathways.com,+1 (818) 478-2700,"659 Waldorf Court, Jacksonburg, Wyoming, 5778","Ex adipisicing laboris amet sunt non esse officia cupidatat officia esse sunt. Irure cupidatat duis laborum dolore id non non incididunt nostrud laboris aute ex. Adipisicing ullamco pariatur nulla amet ullamco veniam quis consectetur. Ad nostrud pariatur quis quis sunt Lorem eiusmod ipsum ullamco fugiat est excepteur fugiat. Ipsum proident elit do culpa proident consequat.
",2019-08-31T06:55:06 +05:00,0,Algebra lineal,3.4147,1,Calculo diferencial,0.7183,2,POO,1.8025,3,CTD,4.8098
170,Harmon,Mccarty,27,male,harmonmccarty@pathways.com,+1 (911) 582-3871,"720 Barwell Terrace, Ogema, Mississippi, 2625","Tempor consequat aliqua adipisicing id proident sit minim ullamco consequat ad id. Esse magna voluptate et duis laboris culpa dolore ad pariatur voluptate excepteur ut. Est reprehenderit Lorem do sit sint. Velit aliqua eiusmod sint deserunt dolore. Aute esse mollit enim nostrud qui ut mollit qui nostrud dolor. Ad ex anim ullamco eiusmod sunt adipisicing nostrud sit.
",2022-06-12T05:12:38 +05:00,0,Algebra lineal,1.9341,1,Calculo diferencial,0.2453,2,POO,1.4432,3,CTD,1.1355
171,Samantha,Little,29,female,samanthalittle@pathways.com,+1 (989) 558-2182,"904 Bleecker Street, Stollings, Montana, 7718","Sunt aute occaecat amet sint. Dolor quis proident eiusmod non enim dolor cillum in ut sunt labore est sit dolor. Proident duis officia irure ex aute est aliqua irure occaecat adipisicing dolore.
",2022-03-17T05:29:55 +05:00,0,Algebra lineal,1.9888,1,Calculo diferencial,3.5249,2,POO,0.229,3,CTD,1.6262
172,Melba,Cervantes,24,female,melbacervantes@pathways.com,+1 (889) 552-3896,"322 Riverdale Avenue, Leyner, Nebraska, 207","Sit nisi consequat voluptate enim aliqua tempor. Qui veniam ea veniam proident quis tempor dolore reprehenderit proident aute ea aute. Sit Lorem occaecat deserunt eiusmod ut magna enim in sit qui. Laborum deserunt mollit non irure Lorem tempor ipsum ipsum culpa. Voluptate culpa culpa excepteur nulla id laboris labore ullamco occaecat exercitation aute commodo enim. Reprehenderit labore nulla exercitation excepteur aliqua duis amet aliquip. Veniam nisi adipisicing enim magna elit veniam ullamco id laboris minim.
",2014-04-09T08:22:08 +05:00,0,Algebra lineal,1.8969,1,Calculo diferencial,3.8689,2,POO,3.835,3,CTD,2.3738
173,Shepard,Mcclain,25,male,shepardmcclain@pathways.com,+1 (815) 560-3999,"457 Danforth Street, Enetai, Maryland, 6090","Minim irure cillum incididunt sit non non reprehenderit anim proident cillum proident commodo. Ea magna et reprehenderit non non ullamco pariatur do nulla magna veniam et. Eu voluptate laboris labore reprehenderit enim aute adipisicing commodo velit Lorem qui deserunt cupidatat exercitation. Ex quis eu non dolor labore minim esse id deserunt ullamco enim.
",2021-04-02T04:46:01 +05:00,0,Algebra lineal,3.5333,1,Calculo diferencial,2.7288,2,POO,0.9733,3,CTD,3.0458
174,Holland,Tate,24,male,hollandtate@pathways.com,+1 (896) 424-3690,"676 Division Place, Hoagland, Virgin Islands, 5834","Occaecat esse tempor est laboris exercitation incididunt dolor ipsum non. Consectetur nulla proident dolore minim. Officia magna voluptate sunt cupidatat cillum voluptate cillum est tempor Lorem quis sint. Fugiat cupidatat nostrud ut exercitation Lorem cillum eu ipsum ipsum occaecat elit magna. Labore eiusmod nulla eu ut deserunt fugiat magna irure laborum. Eiusmod ea elit aute et.
",2022-09-19T06:55:17 +05:00,0,Algebra lineal,0.3312,1,Calculo diferencial,2.5426,2,POO,3.9375,3,CTD,2.6776
175,Dawn,Justice,34,female,dawnjustice@pathways.com,+1 (807) 514-2419,"261 Atlantic Avenue, Kilbourne, New Hampshire, 8045","Ipsum cupidatat do deserunt incididunt sit Lorem non sit ex qui ex laborum. Consectetur elit deserunt veniam laboris officia et ex labore fugiat dolor in do enim. Nulla exercitation occaecat consequat cupidatat. Amet dolor velit Lorem qui nisi. Tempor fugiat exercitation proident aliqua qui ex proident cupidatat magna sint culpa sint est.
",2022-05-07T09:32:07 +05:00,0,Algebra lineal,4.7467,1,Calculo diferencial,1.2115,2,POO,0.4719,3,CTD,4.6916
176,Trujillo,Dale,21,male,trujillodale@pathways.com,+1 (904) 595-2036,"700 Downing Street, Fresno, Maine, 8223","Magna in nulla ea sit laborum amet. Nulla in tempor anim aliqua ad consectetur fugiat ullamco amet reprehenderit do commodo magna. Consequat voluptate anim culpa quis duis velit do anim ut esse excepteur laboris. Cupidatat consectetur esse pariatur ex. Dolor pariatur cupidatat laboris exercitation quis in aute incididunt adipisicing magna.
",2019-07-29T02:50:17 +05:00,0,Algebra lineal,4.9165,1,Calculo diferencial,2.0041,2,POO,1.5015,3,CTD,4.9264
177,Mayo,Ingram,21,male,mayoingram@pathways.com,+1 (904) 465-3526,"878 Coleman Street, Kenwood, Missouri, 2663","Id enim minim consequat duis sit enim dolor cupidatat. Tempor adipisicing labore ipsum laborum Lorem sint eu do magna cillum. Commodo aliqua reprehenderit aliqua irure nisi reprehenderit do ipsum. Sunt sint ea enim quis cillum ad eiusmod ut.
",2019-11-27T10:40:54 +05:00,0,Algebra lineal,2.1577,1,Calculo diferencial,4.6674,2,POO,4.5475,3,CTD,0.2953
178,Lila,Randall,21,female,lilarandall@pathways.com,+1 (800) 542-2162,"602 Abbey Court, Bradenville, Puerto Rico, 3454","Anim aliqua velit quis pariatur consectetur proident ipsum duis culpa ex enim. Nulla enim adipisicing ea deserunt magna enim. Cillum laborum quis qui minim dolore deserunt do officia occaecat ipsum id aliqua qui. Dolore occaecat ullamco duis laborum ea nisi dolore officia. Magna quis officia id ea et amet labore aute. Sint duis sint eu elit.
",2019-06-17T08:56:21 +05:00,0,Algebra lineal,3.5317,1,Calculo diferencial,2.4338,2,POO,1.0606,3,CTD,1.7569
179,Barrett,Maynard,34,male,barrettmaynard@pathways.com,+1 (943) 535-3886,"409 Dooley Street, Maury, Massachusetts, 1166","Aute commodo excepteur nostrud dolor irure. Ad minim aute quis voluptate ipsum mollit qui irure incididunt do reprehenderit veniam sit. Dolore aliqua sunt in adipisicing aliqua ipsum. Incididunt ut ea tempor culpa irure nisi eu exercitation dolore est aliquip occaecat fugiat et. Ad elit qui minim occaecat. Cillum occaecat cillum duis excepteur ex nulla sint enim. Adipisicing culpa et ea laboris nulla est.
",2021-04-05T07:49:50 +05:00,0,Algebra lineal,1.6804,1,Calculo diferencial,1.572,2,POO,4.5933,3,CTD,1.3199
180,Washington,Fowler,22,male,washingtonfowler@pathways.com,+1 (824) 439-2249,"999 Morgan Avenue, Biehle, District Of Columbia, 6886","Anim ea enim et et sint aliqua irure officia veniam laborum occaecat incididunt elit. Irure qui sint ullamco ea sint proident Lorem dolore. Irure aliqua dolore eiusmod enim sint enim consectetur nostrud commodo sunt deserunt laborum sunt sit. Labore incididunt minim incididunt exercitation tempor.
",2021-05-03T09:20:55 +05:00,0,Algebra lineal,0.8346,1,Calculo diferencial,1.4625,2,POO,4.6942,3,CTD,4.0557
181,Christine,Fuller,27,female,christinefuller@pathways.com,+1 (978) 463-2064,"378 Mill Avenue, Bethpage, Idaho, 315","Laboris duis dolor culpa eu non dolor cillum eiusmod pariatur dolor aute veniam cupidatat. Laborum anim aliquip dolore cillum culpa ea do. Id Lorem eiusmod voluptate velit id reprehenderit.
",2017-08-01T08:04:36 +05:00,0,Algebra lineal,1.433,1,Calculo diferencial,1.2609,2,POO,4.8002,3,CTD,0.9865
182,Lourdes,Daugherty,38,female,lourdesdaugherty@pathways.com,+1 (867) 554-3666,"791 Oxford Walk, Gracey, Kansas, 3745","Et Lorem ex cupidatat enim consequat incididunt amet adipisicing ut deserunt. Laborum do mollit esse magna culpa do aliquip dolor sint duis. Labore voluptate aliquip culpa ea aliqua commodo elit laborum aliquip magna in deserunt.
",2021-08-22T12:04:39 +05:00,0,Algebra lineal,3.9342,1,Calculo diferencial,3.6125,2,POO,4.6404,3,CTD,3.1733
183,Valenzuela,Patton,21,male,valenzuelapatton@pathways.com,+1 (901) 463-3495,"914 Preston Court, Wheatfields, Oklahoma, 1971","Ad irure et eiusmod dolore elit laborum cillum quis. Sit sint duis aute commodo. Ea pariatur ipsum magna ut id voluptate non excepteur minim laborum quis exercitation elit. Reprehenderit enim quis magna minim in proident labore labore. Tempor ut tempor elit consequat ullamco duis Lorem ullamco mollit duis ut.
",2020-05-19T12:33:16 +05:00,0,Algebra lineal,0.169,1,Calculo diferencial,3.2337,2,POO,3.8146,3,CTD,0.7946
184,Alice,Barry,32,female,alicebarry@pathways.com,+1 (941) 518-2541,"224 Royce Place, Ventress, Ohio, 4228","Aliquip veniam ad sint sunt eiusmod sit ea ullamco nostrud amet aliquip. Reprehenderit Lorem ad in eu quis ullamco proident reprehenderit. Ipsum pariatur fugiat voluptate do dolor nostrud adipisicing ullamco ad. Elit eiusmod enim ex ex.
",2015-06-12T06:38:03 +05:00,0,Algebra lineal,3.3921,1,Calculo diferencial,4.1818,2,POO,1.9573,3,CTD,1.4959
